Annual Income Private (min.) /Revenu privé annuel (min.),Annual Income Private (max.) /Revenu privé annuel (max.),GAINS / RRAG,Total OAS/GIS /SV/SRG total,OAS / SV,GIS / SRG,Total Monthly Income (min.) /Revenu mensuel total (min.),Total Monthly Income (max.) /Revenu mensuel total (max.) ,Monthly Income Private (min.) /Revenu privé mensuel (min.),Monthly Income Private (max.) /Revenu privé mensuel (max.)
"9,488.00","9,503.99",0,"1,299.14",784.67,514.47,"2,089.81","2,091.13",790.67,791.99
"9,504.00","9,527.99",0,"1,298.14",784.67,513.47,"2,090.14","2,092.13",792,793.99
"9,528.00","9,535.99",0,"1,297.14",784.67,512.47,"2,091.14","2,091.80",794,794.66
"9,536.00","9,551.99",0,"1,296.14",784.67,511.47,"2,090.81","2,092.13",794.67,795.99
"9,552.00","9,575.99",0,"1,295.14",784.67,510.47,"2,091.14","2,093.13",796,797.99
"9,576.00","9,583.99",0,"1,294.14",784.67,509.47,"2,092.14","2,092.80",798,798.66
"9,584.00","9,599.99",0,"1,293.14",784.67,508.47,"2,091.81","2,093.13",798.67,799.99
"9,600.00","9,623.99",0,"1,292.14",784.67,507.47,"2,092.14","2,094.13",800,801.99
"9,624.00","9,631.99",0,"1,291.14",784.67,506.47,"2,093.14","2,093.80",802,802.66
"9,632.00","9,647.99",0,"1,290.14",784.67,505.47,"2,092.81","2,094.13",802.67,803.99
"9,648.00","9,671.99",0,"1,289.14",784.67,504.47,"2,093.14","2,095.13",804,805.99
"9,672.00","9,679.99",0,"1,288.14",784.67,503.47,"2,094.14","2,094.80",806,806.66
"9,680.00","9,695.99",0,"1,287.14",784.67,502.47,"2,093.81","2,095.13",806.67,807.99
"9,696.00","9,719.99",0,"1,286.14",784.67,501.47,"2,094.14","2,096.13",808,809.99
"9,720.00","9,727.99",0,"1,285.14",784.67,500.47,"2,095.14","2,095.80",810,810.66
"9,728.00","9,743.99",0,"1,284.14",784.67,499.47,"2,094.81","2,096.13",810.67,811.99
"9,744.00","9,767.99",0,"1,283.14",784.67,498.47,"2,095.14","2,097.13",812,813.99
"9,768.00","9,775.99",0,"1,282.14",784.67,497.47,"2,096.14","2,096.80",814,814.66
"9,776.00","9,791.99",0,"1,281.14",784.67,496.47,"2,095.81","2,097.13",814.67,815.99
"9,792.00","9,815.99",0,"1,280.14",784.67,495.47,"2,096.14","2,098.13",816,817.99
"9,816.00","9,823.99",0,"1,279.14",784.67,494.47,"2,097.14","2,097.80",818,818.66
"9,824.00","9,839.99",0,"1,278.14",784.67,493.47,"2,096.81","2,098.13",818.67,819.99
"9,840.00","9,863.99",0,"1,277.14",784.67,492.47,"2,097.14","2,099.13",820,821.99
"9,864.00","9,871.99",0,"1,276.14",784.67,491.47,"2,098.14","2,098.80",822,822.66
"9,872.00","9,887.99",0,"1,275.14",784.67,490.47,"2,097.81","2,099.13",822.67,823.99
"9,888.00","9,911.99",0,"1,274.14",784.67,489.47,"2,098.14","2,100.13",824,825.99
"9,912.00","9,919.99",0,"1,273.14",784.67,488.47,"2,099.14","2,099.80",826,826.66
"9,920.00","9,935.99",0,"1,272.14",784.67,487.47,"2,098.81","2,100.13",826.67,827.99
"9,936.00","9,959.99",0,"1,271.14",784.67,486.47,"2,099.14","2,101.13",828,829.99
"9,960.00","9,967.99",0,"1,270.14",784.67,485.47,"2,100.14","2,100.80",830,830.66
"9,968.00","9,983.99",0,"1,270.10",784.67,485.43,"2,100.77","2,102.09",830.67,831.99
"9,984.00","10,007.99",0,"1,269.10",784.67,484.43,"2,101.10","2,103.09",832,833.99
"10,008.00","10,031.99",0,"1,268.10",784.67,483.43,"2,102.10","2,104.09",834,835.99
"10,032.00","10,055.99",0,"1,267.10",784.67,482.43,"2,103.10","2,105.09",836,837.99
"10,056.00","10,079.99",0,"1,266.10",784.67,481.43,"2,104.10","2,106.09",838,839.99
"10,080.00","10,103.99",0,"1,265.10",784.67,480.43,"2,105.10","2,107.09",840,841.99
"10,104.00","10,127.99",0,"1,264.10",784.67,479.43,"2,106.10","2,108.09",842,843.99
"10,128.00","10,151.99",0,"1,263.10",784.67,478.43,"2,107.10","2,109.09",844,845.99
"10,152.00","10,175.99",0,"1,262.10",784.67,477.43,"2,108.10","2,110.09",846,847.99
"10,176.00","10,199.99",0,"1,261.10",784.67,476.43,"2,109.10","2,111.09",848,849.99
"10,200.00","10,223.99",0,"1,260.10",784.67,475.43,"2,110.10","2,112.09",850,851.99
"10,224.00","10,247.99",0,"1,259.10",784.67,474.43,"2,111.10","2,113.09",852,853.99
"10,248.00","10,271.99",0,"1,258.10",784.67,473.43,"2,112.10","2,114.09",854,855.99
"10,272.00","10,295.99",0,"1,257.10",784.67,472.43,"2,113.10","2,115.09",856,857.99
"10,296.00","10,319.99",0,"1,256.10",784.67,471.43,"2,114.10","2,116.09",858,859.99
"10,320.00","10,343.99",0,"1,255.10",784.67,470.43,"2,115.10","2,117.09",860,861.99
"10,344.00","10,367.99",0,"1,254.10",784.67,469.43,"2,116.10","2,118.09",862,863.99
"10,368.00","10,391.99",0,"1,253.10",784.67,468.43,"2,117.10","2,119.09",864,865.99
"10,392.00","10,415.99",0,"1,252.10",784.67,467.43,"2,118.10","2,120.09",866,867.99
"10,416.00","10,439.99",0,"1,251.10",784.67,466.43,"2,119.10","2,121.09",868,869.99
"10,440.00","10,463.99",0,"1,250.10",784.67,465.43,"2,120.10","2,122.09",870,871.99
"10,464.00","10,487.99",0,"1,249.10",784.67,464.43,"2,121.10","2,123.09",872,873.99
"10,488.00","10,511.99",0,"1,248.10",784.67,463.43,"2,122.10","2,124.09",874,875.99
"10,512.00","10,535.99",0,"1,247.10",784.67,462.43,"2,123.10","2,125.09",876,877.99
"10,536.00","10,559.99",0,"1,246.10",784.67,461.43,"2,124.10","2,126.09",878,879.99
"10,560.00","10,583.99",0,"1,245.10",784.67,460.43,"2,125.10","2,127.09",880,881.99
"10,584.00","10,607.99",0,"1,244.10",784.67,459.43,"2,126.10","2,128.09",882,883.99
"10,608.00","10,631.99",0,"1,243.10",784.67,458.43,"2,127.10","2,129.09",884,885.99
"10,632.00","10,655.99",0,"1,242.10",784.67,457.43,"2,128.10","2,130.09",886,887.99
"10,656.00","10,679.99",0,"1,241.10",784.67,456.43,"2,129.10","2,131.09",888,889.99
"10,680.00","10,703.99",0,"1,240.10",784.67,455.43,"2,130.10","2,132.09",890,891.99
"10,704.00","10,727.99",0,"1,239.10",784.67,454.43,"2,131.10","2,133.09",892,893.99
"10,728.00","10,751.99",0,"1,238.10",784.67,453.43,"2,132.10","2,134.09",894,895.99
"10,752.00","10,775.99",0,"1,237.10",784.67,452.43,"2,133.10","2,135.09",896,897.99
"10,776.00","10,799.99",0,"1,236.10",784.67,451.43,"2,134.10","2,136.09",898,899.99
"10,800.00","10,823.99",0,"1,235.10",784.67,450.43,"2,135.10","2,137.09",900,901.99
"10,824.00","10,847.99",0,"1,234.10",784.67,449.43,"2,136.10","2,138.09",902,903.99
"10,848.00","10,871.99",0,"1,233.10",784.67,448.43,"2,137.10","2,139.09",904,905.99
"10,872.00","10,895.99",0,"1,232.10",784.67,447.43,"2,138.10","2,140.09",906,907.99
"10,896.00","10,919.99",0,"1,231.10",784.67,446.43,"2,139.10","2,141.09",908,909.99
"10,920.00","10,943.99",0,"1,230.10",784.67,445.43,"2,140.10","2,142.09",910,911.99
"10,944.00","10,967.99",0,"1,229.10",784.67,444.43,"2,141.10","2,143.09",912,913.99
"10,968.00","10,991.99",0,"1,228.10",784.67,443.43,"2,142.10","2,144.09",914,915.99
"10,992.00","11,015.99",0,"1,227.10",784.67,442.43,"2,143.10","2,145.09",916,917.99
"11,016.00","11,039.99",0,"1,226.10",784.67,441.43,"2,144.10","2,146.09",918,919.99
"11,040.00","11,063.99",0,"1,225.10",784.67,440.43,"2,145.10","2,147.09",920,921.99
"11,064.00","11,087.99",0,"1,224.10",784.67,439.43,"2,146.10","2,148.09",922,923.99
"11,088.00","11,111.99",0,"1,223.10",784.67,438.43,"2,147.10","2,149.09",924,925.99
"11,112.00","11,135.99",0,"1,222.10",784.67,437.43,"2,148.10","2,150.09",926,927.99
"11,136.00","11,159.99",0,"1,221.10",784.67,436.43,"2,149.10","2,151.09",928,929.99
"11,160.00","11,183.99",0,"1,220.10",784.67,435.43,"2,150.10","2,152.09",930,931.99
"11,184.00","11,207.99",0,"1,219.10",784.67,434.43,"2,151.10","2,153.09",932,933.99
"11,208.00","11,231.99",0,"1,218.10",784.67,433.43,"2,152.10","2,154.09",934,935.99
"11,232.00","11,255.99",0,"1,217.10",784.67,432.43,"2,153.10","2,155.09",936,937.99
"11,256.00","11,279.99",0,"1,216.10",784.67,431.43,"2,154.10","2,156.09",938,939.99
"11,280.00","11,303.99",0,"1,215.10",784.67,430.43,"2,155.10","2,157.09",940,941.99
"11,304.00","11,327.99",0,"1,214.10",784.67,429.43,"2,156.10","2,158.09",942,943.99
"11,328.00","11,351.99",0,"1,213.10",784.67,428.43,"2,157.10","2,159.09",944,945.99
"11,352.00","11,375.99",0,"1,212.10",784.67,427.43,"2,158.10","2,160.09",946,947.99
"11,376.00","11,399.99",0,"1,211.10",784.67,426.43,"2,159.10","2,161.09",948,949.99
"11,400.00","11,423.99",0,"1,210.10",784.67,425.43,"2,160.10","2,162.09",950,951.99
"11,424.00","11,447.99",0,"1,209.10",784.67,424.43,"2,161.10","2,163.09",952,953.99
"11,448.00","11,471.99",0,"1,208.10",784.67,423.43,"2,162.10","2,164.09",954,955.99
"11,472.00","11,495.99",0,"1,207.10",784.67,422.43,"2,163.10","2,165.09",956,957.99
"11,496.00","11,519.99",0,"1,206.10",784.67,421.43,"2,164.10","2,166.09",958,959.99
"11,520.00","11,543.99",0,"1,205.10",784.67,420.43,"2,165.10","2,167.09",960,961.99
"11,544.00","11,567.99",0,"1,204.10",784.67,419.43,"2,166.10","2,168.09",962,963.99
"11,568.00","11,591.99",0,"1,203.10",784.67,418.43,"2,167.10","2,169.09",964,965.99
"11,592.00","11,615.99",0,"1,202.10",784.67,417.43,"2,168.10","2,170.09",966,967.99
"11,616.00","11,639.99",0,"1,201.10",784.67,416.43,"2,169.10","2,171.09",968,969.99
"11,640.00","11,663.99",0,"1,200.10",784.67,415.43,"2,170.10","2,172.09",970,971.99
"11,664.00","11,687.99",0,"1,199.10",784.67,414.43,"2,171.10","2,173.09",972,973.99
"11,688.00","11,711.99",0,"1,198.10",784.67,413.43,"2,172.10","2,174.09",974,975.99
"11,712.00","11,735.99",0,"1,197.10",784.67,412.43,"2,173.10","2,175.09",976,977.99
"11,736.00","11,759.99",0,"1,196.10",784.67,411.43,"2,174.10","2,176.09",978,979.99
"11,760.00","11,783.99",0,"1,195.10",784.67,410.43,"2,175.10","2,177.09",980,981.99
"11,784.00","11,807.99",0,"1,194.10",784.67,409.43,"2,176.10","2,178.09",982,983.99
"11,808.00","11,831.99",0,"1,193.10",784.67,408.43,"2,177.10","2,179.09",984,985.99
"11,832.00","11,855.99",0,"1,192.10",784.67,407.43,"2,178.10","2,180.09",986,987.99
"11,856.00","11,879.99",0,"1,191.10",784.67,406.43,"2,179.10","2,181.09",988,989.99
"11,880.00","11,903.99",0,"1,190.10",784.67,405.43,"2,180.10","2,182.09",990,991.99
"11,904.00","11,927.99",0,"1,189.10",784.67,404.43,"2,181.10","2,183.09",992,993.99
"11,928.00","11,951.99",0,"1,188.10",784.67,403.43,"2,182.10","2,184.09",994,995.99
"11,952.00","11,975.99",0,"1,187.10",784.67,402.43,"2,183.10","2,185.09",996,997.99
"11,976.00","11,999.99",0,"1,186.10",784.67,401.43,"2,184.10","2,186.09",998,999.99
"12,000.00","12,023.99",0,"1,185.10",784.67,400.43,"2,185.10","2,187.09","1,000.00","1,001.99"
"12,024.00","12,047.99",0,"1,184.10",784.67,399.43,"2,186.10","2,188.09","1,002.00","1,003.99"
"12,048.00","12,071.99",0,"1,183.10",784.67,398.43,"2,187.10","2,189.09","1,004.00","1,005.99"
"12,072.00","12,095.99",0,"1,182.10",784.67,397.43,"2,188.10","2,190.09","1,006.00","1,007.99"
"12,096.00","12,119.99",0,"1,181.10",784.67,396.43,"2,189.10","2,191.09","1,008.00","1,009.99"
"12,120.00","12,143.99",0,"1,180.10",784.67,395.43,"2,190.10","2,192.09","1,010.00","1,011.99"
"12,144.00","12,167.99",0,"1,179.10",784.67,394.43,"2,191.10","2,193.09","1,012.00","1,013.99"
"12,168.00","12,191.99",0,"1,178.10",784.67,393.43,"2,192.10","2,194.09","1,014.00","1,015.99"
"12,192.00","12,215.99",0,"1,177.10",784.67,392.43,"2,193.10","2,195.09","1,016.00","1,017.99"
"12,216.00","12,239.99",0,"1,176.10",784.67,391.43,"2,194.10","2,196.09","1,018.00","1,019.99"
"12,240.00","12,263.99",0,"1,175.10",784.67,390.43,"2,195.10","2,197.09","1,020.00","1,021.99"
"12,264.00","12,287.99",0,"1,174.10",784.67,389.43,"2,196.10","2,198.09","1,022.00","1,023.99"
"12,288.00","12,311.99",0,"1,173.10",784.67,388.43,"2,197.10","2,199.09","1,024.00","1,025.99"
"12,312.00","12,335.99",0,"1,172.10",784.67,387.43,"2,198.10","2,200.09","1,026.00","1,027.99"
"12,336.00","12,359.99",0,"1,171.10",784.67,386.43,"2,199.10","2,201.09","1,028.00","1,029.99"
"12,360.00","12,383.99",0,"1,170.10",784.67,385.43,"2,200.10","2,202.09","1,030.00","1,031.99"
"12,384.00","12,407.99",0,"1,169.10",784.67,384.43,"2,201.10","2,203.09","1,032.00","1,033.99"
"12,408.00","12,431.99",0,"1,168.10",784.67,383.43,"2,202.10","2,204.09","1,034.00","1,035.99"
"12,432.00","12,455.99",0,"1,167.10",784.67,382.43,"2,203.10","2,205.09","1,036.00","1,037.99"
"12,456.00","12,479.99",0,"1,166.10",784.67,381.43,"2,204.10","2,206.09","1,038.00","1,039.99"
"12,480.00","12,503.99",0,"1,165.10",784.67,380.43,"2,205.10","2,207.09","1,040.00","1,041.99"
"12,504.00","12,527.99",0,"1,164.10",784.67,379.43,"2,206.10","2,208.09","1,042.00","1,043.99"
"12,528.00","12,551.99",0,"1,163.10",784.67,378.43,"2,207.10","2,209.09","1,044.00","1,045.99"
"12,552.00","12,575.99",0,"1,162.10",784.67,377.43,"2,208.10","2,210.09","1,046.00","1,047.99"
"12,576.00","12,599.99",0,"1,161.10",784.67,376.43,"2,209.10","2,211.09","1,048.00","1,049.99"
"12,600.00","12,623.99",0,"1,160.10",784.67,375.43,"2,210.10","2,212.09","1,050.00","1,051.99"
"12,624.00","12,647.99",0,"1,159.10",784.67,374.43,"2,211.10","2,213.09","1,052.00","1,053.99"
"12,648.00","12,671.99",0,"1,158.10",784.67,373.43,"2,212.10","2,214.09","1,054.00","1,055.99"
"12,672.00","12,695.99",0,"1,157.10",784.67,372.43,"2,213.10","2,215.09","1,056.00","1,057.99"
"12,696.00","12,719.99",0,"1,156.10",784.67,371.43,"2,214.10","2,216.09","1,058.00","1,059.99"
"12,720.00","12,743.99",0,"1,155.10",784.67,370.43,"2,215.10","2,217.09","1,060.00","1,061.99"
"12,744.00","12,767.99",0,"1,154.10",784.67,369.43,"2,216.10","2,218.09","1,062.00","1,063.99"
"12,768.00","12,791.99",0,"1,153.10",784.67,368.43,"2,217.10","2,219.09","1,064.00","1,065.99"
"12,792.00","12,815.99",0,"1,152.10",784.67,367.43,"2,218.10","2,220.09","1,066.00","1,067.99"
"12,816.00","12,839.99",0,"1,151.10",784.67,366.43,"2,219.10","2,221.09","1,068.00","1,069.99"
"12,840.00","12,863.99",0,"1,150.10",784.67,365.43,"2,220.10","2,222.09","1,070.00","1,071.99"
"12,864.00","12,887.99",0,"1,149.10",784.67,364.43,"2,221.10","2,223.09","1,072.00","1,073.99"
"12,888.00","12,911.99",0,"1,148.10",784.67,363.43,"2,222.10","2,224.09","1,074.00","1,075.99"
"12,912.00","12,935.99",0,"1,147.10",784.67,362.43,"2,223.10","2,225.09","1,076.00","1,077.99"
"12,936.00","12,959.99",0,"1,146.10",784.67,361.43,"2,224.10","2,226.09","1,078.00","1,079.99"
"12,960.00","12,983.99",0,"1,145.10",784.67,360.43,"2,225.10","2,227.09","1,080.00","1,081.99"
"12,984.00","13,007.99",0,"1,144.10",784.67,359.43,"2,226.10","2,228.09","1,082.00","1,083.99"
"13,008.00","13,031.99",0,"1,143.10",784.67,358.43,"2,227.10","2,229.09","1,084.00","1,085.99"
"13,032.00","13,055.99",0,"1,142.10",784.67,357.43,"2,228.10","2,230.09","1,086.00","1,087.99"
"13,056.00","13,079.99",0,"1,141.10",784.67,356.43,"2,229.10","2,231.09","1,088.00","1,089.99"
"13,080.00","13,103.99",0,"1,140.10",784.67,355.43,"2,230.10","2,232.09","1,090.00","1,091.99"
"13,104.00","13,127.99",0,"1,139.10",784.67,354.43,"2,231.10","2,233.09","1,092.00","1,093.99"
"13,128.00","13,151.99",0,"1,138.10",784.67,353.43,"2,232.10","2,234.09","1,094.00","1,095.99"
"13,152.00","13,175.99",0,"1,137.10",784.67,352.43,"2,233.10","2,235.09","1,096.00","1,097.99"
"13,176.00","13,199.99",0,"1,136.10",784.67,351.43,"2,234.10","2,236.09","1,098.00","1,099.99"
"13,200.00","13,223.99",0,"1,135.10",784.67,350.43,"2,235.10","2,237.09","1,100.00","1,101.99"
"13,224.00","13,247.99",0,"1,134.10",784.67,349.43,"2,236.10","2,238.09","1,102.00","1,103.99"
"13,248.00","13,271.99",0,"1,133.10",784.67,348.43,"2,237.10","2,239.09","1,104.00","1,105.99"
"13,272.00","13,295.99",0,"1,132.10",784.67,347.43,"2,238.10","2,240.09","1,106.00","1,107.99"
"13,296.00","13,319.99",0,"1,131.10",784.67,346.43,"2,239.10","2,241.09","1,108.00","1,109.99"
"13,320.00","13,343.99",0,"1,130.10",784.67,345.43,"2,240.10","2,242.09","1,110.00","1,111.99"
"13,344.00","13,367.99",0,"1,129.10",784.67,344.43,"2,241.10","2,243.09","1,112.00","1,113.99"
"13,368.00","13,391.99",0,"1,128.10",784.67,343.43,"2,242.10","2,244.09","1,114.00","1,115.99"
"13,392.00","13,415.99",0,"1,127.10",784.67,342.43,"2,243.10","2,245.09","1,116.00","1,117.99"
"13,416.00","13,439.99",0,"1,126.10",784.67,341.43,"2,244.10","2,246.09","1,118.00","1,119.99"
"13,440.00","13,463.99",0,"1,125.10",784.67,340.43,"2,245.10","2,247.09","1,120.00","1,121.99"
"13,464.00","13,487.99",0,"1,124.10",784.67,339.43,"2,246.10","2,248.09","1,122.00","1,123.99"
"13,488.00","13,511.99",0,"1,123.10",784.67,338.43,"2,247.10","2,249.09","1,124.00","1,125.99"
"13,512.00","13,535.99",0,"1,122.10",784.67,337.43,"2,248.10","2,250.09","1,126.00","1,127.99"
"13,536.00","13,559.99",0,"1,121.10",784.67,336.43,"2,249.10","2,251.09","1,128.00","1,129.99"
"13,560.00","13,583.99",0,"1,120.10",784.67,335.43,"2,250.10","2,252.09","1,130.00","1,131.99"
"13,584.00","13,607.99",0,"1,119.10",784.67,334.43,"2,251.10","2,253.09","1,132.00","1,133.99"
"13,608.00","13,631.99",0,"1,118.10",784.67,333.43,"2,252.10","2,254.09","1,134.00","1,135.99"
"13,632.00","13,655.99",0,"1,117.10",784.67,332.43,"2,253.10","2,255.09","1,136.00","1,137.99"
"13,656.00","13,679.99",0,"1,116.10",784.67,331.43,"2,254.10","2,256.09","1,138.00","1,139.99"
"13,680.00","13,703.99",0,"1,115.10",784.67,330.43,"2,255.10","2,257.09","1,140.00","1,141.99"
"13,704.00","13,727.99",0,"1,114.10",784.67,329.43,"2,256.10","2,258.09","1,142.00","1,143.99"
"13,728.00","13,751.99",0,"1,113.10",784.67,328.43,"2,257.10","2,259.09","1,144.00","1,145.99"
"13,752.00","13,775.99",0,"1,112.10",784.67,327.43,"2,258.10","2,260.09","1,146.00","1,147.99"
"13,776.00","13,799.99",0,"1,111.10",784.67,326.43,"2,259.10","2,261.09","1,148.00","1,149.99"
"13,800.00","13,823.99",0,"1,110.10",784.67,325.43,"2,260.10","2,262.09","1,150.00","1,151.99"
"13,824.00","13,847.99",0,"1,109.10",784.67,324.43,"2,261.10","2,263.09","1,152.00","1,153.99"
"13,848.00","13,871.99",0,"1,108.10",784.67,323.43,"2,262.10","2,264.09","1,154.00","1,155.99"
"13,872.00","13,895.99",0,"1,107.10",784.67,322.43,"2,263.10","2,265.09","1,156.00","1,157.99"
"13,896.00","13,919.99",0,"1,106.10",784.67,321.43,"2,264.10","2,266.09","1,158.00","1,159.99"
"13,920.00","13,943.99",0,"1,105.10",784.67,320.43,"2,265.10","2,267.09","1,160.00","1,161.99"
"13,944.00","13,967.99",0,"1,104.10",784.67,319.43,"2,266.10","2,268.09","1,162.00","1,163.99"
"13,968.00","13,991.99",0,"1,103.10",784.67,318.43,"2,267.10","2,269.09","1,164.00","1,165.99"
"13,992.00","14,015.99",0,"1,102.10",784.67,317.43,"2,268.10","2,270.09","1,166.00","1,167.99"
"14,016.00","14,039.99",0,"1,101.10",784.67,316.43,"2,269.10","2,271.09","1,168.00","1,169.99"
"14,040.00","14,063.99",0,"1,100.10",784.67,315.43,"2,270.10","2,272.09","1,170.00","1,171.99"
"14,064.00","14,087.99",0,"1,099.10",784.67,314.43,"2,271.10","2,273.09","1,172.00","1,173.99"
"14,088.00","14,111.99",0,"1,098.10",784.67,313.43,"2,272.10","2,274.09","1,174.00","1,175.99"
"14,112.00","14,135.99",0,"1,097.10",784.67,312.43,"2,273.10","2,275.09","1,176.00","1,177.99"
"14,136.00","14,159.99",0,"1,096.10",784.67,311.43,"2,274.10","2,276.09","1,178.00","1,179.99"
"14,160.00","14,183.99",0,"1,095.10",784.67,310.43,"2,275.10","2,277.09","1,180.00","1,181.99"
"14,184.00","14,207.99",0,"1,094.10",784.67,309.43,"2,276.10","2,278.09","1,182.00","1,183.99"
"14,208.00","14,231.99",0,"1,093.10",784.67,308.43,"2,277.10","2,279.09","1,184.00","1,185.99"
"14,232.00","14,255.99",0,"1,092.10",784.67,307.43,"2,278.10","2,280.09","1,186.00","1,187.99"
"14,256.00","14,279.99",0,"1,091.10",784.67,306.43,"2,279.10","2,281.09","1,188.00","1,189.99"
"14,280.00","14,303.99",0,"1,090.10",784.67,305.43,"2,280.10","2,282.09","1,190.00","1,191.99"
"14,304.00","14,327.99",0,"1,089.10",784.67,304.43,"2,281.10","2,283.09","1,192.00","1,193.99"
"14,328.00","14,351.99",0,"1,088.10",784.67,303.43,"2,282.10","2,284.09","1,194.00","1,195.99"
"14,352.00","14,375.99",0,"1,087.10",784.67,302.43,"2,283.10","2,285.09","1,196.00","1,197.99"
"14,376.00","14,399.99",0,"1,086.10",784.67,301.43,"2,284.10","2,286.09","1,198.00","1,199.99"
"14,400.00","14,423.99",0,"1,085.10",784.67,300.43,"2,285.10","2,287.09","1,200.00","1,201.99"
"14,424.00","14,447.99",0,"1,084.10",784.67,299.43,"2,286.10","2,288.09","1,202.00","1,203.99"
"14,448.00","14,471.99",0,"1,083.10",784.67,298.43,"2,287.10","2,289.09","1,204.00","1,205.99"
"14,472.00","14,495.99",0,"1,082.10",784.67,297.43,"2,288.10","2,290.09","1,206.00","1,207.99"
"14,496.00","14,519.99",0,"1,081.10",784.67,296.43,"2,289.10","2,291.09","1,208.00","1,209.99"
"14,520.00","14,543.99",0,"1,080.10",784.67,295.43,"2,290.10","2,292.09","1,210.00","1,211.99"
"14,544.00","14,567.99",0,"1,079.10",784.67,294.43,"2,291.10","2,293.09","1,212.00","1,213.99"
"14,568.00","14,591.99",0,"1,078.10",784.67,293.43,"2,292.10","2,294.09","1,214.00","1,215.99"
"14,592.00","14,615.99",0,"1,077.10",784.67,292.43,"2,293.10","2,295.09","1,216.00","1,217.99"
"14,616.00","14,639.99",0,"1,076.10",784.67,291.43,"2,294.10","2,296.09","1,218.00","1,219.99"
"14,640.00","14,663.99",0,"1,075.10",784.67,290.43,"2,295.10","2,297.09","1,220.00","1,221.99"
"14,664.00","14,687.99",0,"1,074.10",784.67,289.43,"2,296.10","2,298.09","1,222.00","1,223.99"
"14,688.00","14,711.99",0,"1,073.10",784.67,288.43,"2,297.10","2,299.09","1,224.00","1,225.99"
"14,712.00","14,735.99",0,"1,072.10",784.67,287.43,"2,298.10","2,300.09","1,226.00","1,227.99"
"14,736.00","14,759.99",0,"1,071.10",784.67,286.43,"2,299.10","2,301.09","1,228.00","1,229.99"
"14,760.00","14,783.99",0,"1,070.10",784.67,285.43,"2,300.10","2,302.09","1,230.00","1,231.99"
"14,784.00","14,807.99",0,"1,069.10",784.67,284.43,"2,301.10","2,303.09","1,232.00","1,233.99"
"14,808.00","14,831.99",0,"1,068.10",784.67,283.43,"2,302.10","2,304.09","1,234.00","1,235.99"
"14,832.00","14,855.99",0,"1,067.10",784.67,282.43,"2,303.10","2,305.09","1,236.00","1,237.99"
"14,856.00","14,879.99",0,"1,066.10",784.67,281.43,"2,304.10","2,306.09","1,238.00","1,239.99"
"14,880.00","14,903.99",0,"1,065.10",784.67,280.43,"2,305.10","2,307.09","1,240.00","1,241.99"
"14,904.00","14,927.99",0,"1,064.10",784.67,279.43,"2,306.10","2,308.09","1,242.00","1,243.99"
"14,928.00","14,951.99",0,"1,063.10",784.67,278.43,"2,307.10","2,309.09","1,244.00","1,245.99"
"14,952.00","14,975.99",0,"1,062.10",784.67,277.43,"2,308.10","2,310.09","1,246.00","1,247.99"
"14,976.00","14,999.99",0,"1,061.10",784.67,276.43,"2,309.10","2,311.09","1,248.00","1,249.99"
"15,000.00","15,023.99",0,"1,060.10",784.67,275.43,"2,310.10","2,312.09","1,250.00","1,251.99"
"15,024.00","15,047.99",0,"1,059.10",784.67,274.43,"2,311.10","2,313.09","1,252.00","1,253.99"
"15,048.00","15,071.99",0,"1,058.10",784.67,273.43,"2,312.10","2,314.09","1,254.00","1,255.99"
"15,072.00","15,095.99",0,"1,057.10",784.67,272.43,"2,313.10","2,315.09","1,256.00","1,257.99"
"15,096.00","15,119.99",0,"1,056.10",784.67,271.43,"2,314.10","2,316.09","1,258.00","1,259.99"
"15,120.00","15,143.99",0,"1,055.10",784.67,270.43,"2,315.10","2,317.09","1,260.00","1,261.99"
"15,144.00","15,167.99",0,"1,054.10",784.67,269.43,"2,316.10","2,318.09","1,262.00","1,263.99"
"15,168.00","15,191.99",0,"1,053.10",784.67,268.43,"2,317.10","2,319.09","1,264.00","1,265.99"
"15,192.00","15,215.99",0,"1,052.10",784.67,267.43,"2,318.10","2,320.09","1,266.00","1,267.99"
"15,216.00","15,239.99",0,"1,051.10",784.67,266.43,"2,319.10","2,321.09","1,268.00","1,269.99"
"15,240.00","15,263.99",0,"1,050.10",784.67,265.43,"2,320.10","2,322.09","1,270.00","1,271.99"
"15,264.00","15,287.99",0,"1,049.10",784.67,264.43,"2,321.10","2,323.09","1,272.00","1,273.99"
"15,288.00","15,311.99",0,"1,048.10",784.67,263.43,"2,322.10","2,324.09","1,274.00","1,275.99"
"15,312.00","15,335.99",0,"1,047.10",784.67,262.43,"2,323.10","2,325.09","1,276.00","1,277.99"
"15,336.00","15,359.99",0,"1,046.10",784.67,261.43,"2,324.10","2,326.09","1,278.00","1,279.99"
"15,360.00","15,383.99",0,"1,045.10",784.67,260.43,"2,325.10","2,327.09","1,280.00","1,281.99"
"15,384.00","15,407.99",0,"1,044.10",784.67,259.43,"2,326.10","2,328.09","1,282.00","1,283.99"
"15,408.00","15,431.99",0,"1,043.10",784.67,258.43,"2,327.10","2,329.09","1,284.00","1,285.99"
"15,432.00","15,455.99",0,"1,042.10",784.67,257.43,"2,328.10","2,330.09","1,286.00","1,287.99"
"15,456.00","15,479.99",0,"1,041.10",784.67,256.43,"2,329.10","2,331.09","1,288.00","1,289.99"
